aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
A002,63,closing doha,जो कोई नर गावे,Jo koi nar gave,Whoever sings it,जो कोई व्यक्ति गाता है,जो कोणी ही गातो,જે કોઈ આ ગાય છે,ਜੋ ਕੋਈ ਇਹ ਗਾਉਂਦਾ ਹੈ,যে কেউ এটি গায়,இதைப் பாடுபவர்,దీన్ని పాడేవారు,ಇದನ್ನು ಹಾಡುವವರು,ഇത് പാടുന്നവർ,CONFIRM WORDING,NA
A002,64,closing doha,कहत शिवानन्द स्वामी,Kahat Shivanand swami,Says Swami Shivanand,स्वामी शिवानन्द कहते हैं,स्वामी शिवानंद म्हणतात,સ્વામી શિવાનંદ કહે છે,ਸੁਆਮੀ ਸ਼ਿਵਾਨੰਦ ਕਹਿੰਦੇ ਹਨ,স্বামী শিবানন্দ বলেন,ஸ்வாமி சிவானந்தர் கூறுகிறார்,స్వామి శివానంద చెబుతారు,ಸ್ವಾಮಿ ಶಿವಾನಂದ ಹೇಳುತ್ತಾರೆ,സ്വാമി ശിവാനന്ദൻ പറയുന്നു,CONFIRM WORDING - last two lines vary between versions,NA
A002,65,closing doha,मनवांछित फल पावे,Manvanchhit phal pave,Obtains the fruit their heart desires,मनवांछित फल पाता है,त्याला मनवांछित फळ प्राप्त होते,તેને મનવાંછિત ફળ પ્રાપ્ત થાય છે,ਉਸ ਨੂੰ ਮਨ-ਇੱਛਿਤ ਫਲ ਪ੍ਰਾਪਤ ਹੁੰਦਾ ਹੈ,সে মনোবাঞ্ছিত ফল লাভ করে,அவர் மனம் விரும்பிய பலனைப் பெறுகிறார்,అతను మనోవాంఛిత ఫలాన్ని పొందుతాడు,ಅವನು ಮನೋವಾಂಛಿತ ಫಲವನ್ನು ಪಡೆಯುತ್ತಾನೆ,അവന് മനസ്സാഗ്രഹിക്കുന്ന ഫലം ലഭിക്കുന്നു,CONFIRM WORDING - some versions read 'sukh sampati pave',NA
A001,1,verse 1,सुखकर्ता दुखहर्ता वार्ता विघ्नाची,sukhkarta dukhharta varta vighnachi,"Giver of joy, remover of sorrow, who dispels the very onset of obstacles","सुख देने वाले, दुख हरने वाले, विघ्नों को दूर करने वाले","सुख देणारा, दुःख हरणारा, विघ्नांची चाहूलही दूर करणारा","સુખ આપનાર, દુઃખ હરનાર, વિઘ્નોની શરૂઆતને પણ દૂર કરનાર","ਸੁਖ ਦੇਣ ਵਾਲਾ, ਦੁੱਖ ਹਰਨ ਵਾਲਾ, ਵਿਘਨਾਂ ਦੀ ਸ਼ੁਰੂਆਤ ਨੂੰ ਵੀ ਦੂਰ ਕਰਨ ਵਾਲਾ","সুখদাতা, দুঃখহারী, বিঘ্নের সূচনাও দূর করেন","இன்பம் அளிப்பவர், துன்பம் நீக்குபவர், இடையூறுகளின் தொடக்கத்தையே அகற்றுபவர்","సుఖాన్నిచ్చేవారు, దుఃఖాన్ని తొలగించేవారు, విఘ్నాల ఆరంభాన్నే దూరం చేసేవారు","ಸುಖ ನೀಡುವವರು, ದುಃಖ ಹರಿಸುವವರು, ವಿಘ್ನಗಳ ಆರಂಭವನ್ನೇ ದೂರ ಮಾಡುವವರು","സുഖം നൽകുന്നവർ, ദുഃഖം അകറ്റുന്നവർ, വിഘ്നങ്ങളുടെ തുടക്കത്തെയും അകറ്റുന്നവർ",,NA
A001,2,verse 1,नुरवी पुरवी प्रेम कृपा जयाची,nurvi purvi prem krupa jayachi,"He wipes them out entirely and fulfils our wishes, such is his loving grace","वे विघ्नों को मिटाते और मनोकामना पूरी करते हैं, ऐसी उनकी प्रेम-कृपा है","ते विघ्नांचा पूर्ण नाश करतात आणि मनोकामना पूर्ण करतात, अशी त्यांची प्रेमकृपा आहे","તેઓ વિઘ્નોનો સંપૂર્ણ નાશ કરે છે અને મનોકામના પૂર્ણ કરે છે, એવી તેમની પ્રેમકૃપા છે","ਉਹ ਵਿਘਨਾਂ ਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਮਿਟਾ ਦਿੰਦੇ ਹਨ ਅਤੇ ਮਨੋਕਾਮਨਾ ਪੂਰੀ ਕਰਦੇ ਹਨ, ਅਜਿਹੀ ਉਨ੍ਹਾਂ ਦੀ ਪ੍ਰੇਮ-ਕਿਰਪਾ ਹੈ","তিনি সেগুলি সম্পূর্ণ দূর করেন এবং মনোবাঞ্ছা পূর্ণ করেন, এমনই তাঁর প্রেমকৃপা","அவர் அவற்றை முற்றிலும் நீக்கி நம் விருப்பங்களை நிறைவேற்றுகிறார், அத்தகைய அன்பருள் அவருடையது","ఆయన వాటిని పూర్తిగా తొలగించి మన కోరికలను తీర్చుతారు, అటువంటి ప్రేమకృప ఆయనది","ಅವರು ಅವುಗಳನ್ನು ಸಂಪೂರ್ಣ ನಿವಾರಿಸಿ ನಮ್ಮ ಇಚ್ಛೆಗಳನ್ನು ಈಡೇರಿಸುತ್ತಾರೆ, ಅಂಥ ಪ್ರೇಮಕೃಪೆ ಅವರದು","അവർ അവയെ പൂർണമായി ഇല്ലാതാക്കി നമ്മുടെ ആഗ്രഹങ്ങൾ സഫലമാക്കുന്നു, അത്തരം സ്നേഹകൃപയാണ് അവരുടേത്",,NA
A001,3,verse 1,सर्वांगी सुंदर उटी शेंदुराची,sarvangi sundar uti shendurachi,"His whole body is beautiful, anointed with vermilion paste","उनका सारा शरीर सुंदर है, सिंदूर का लेप लगा है","त्यांचे सर्वांग सुंदर आहे, शेंदुराचा लेप लावलेला आहे","તેમનું આખું શરીર સુંદર છે, સિંદૂરનો લેપ લગાવેલો છે","ਉਨ੍ਹਾਂ ਦਾ ਸਾਰਾ ਸਰੀਰ ਸੁੰਦਰ ਹੈ, ਸਿੰਦੂਰ ਦਾ ਲੇਪ ਲੱਗਿਆ ਹੋਇਆ ਹੈ","তাঁর সমস্ত অঙ্গ সুন্দর, সিঁদুরের প্রলেপ মাখানো","அவரது உடல் முழுவதும் அழகு, சிந்தூரப் பூச்சு பூசப்பட்டுள்ளது","ఆయన సర్వాంగం సుందరం, సింధూర లేపనం పూయబడింది","ಅವರ ಸರ್ವಾಂಗವೂ ಸುಂದರ, ಸಿಂಧೂರದ ಲೇಪನ ಹಚ್ಚಲಾಗಿದೆ","അവരുടെ ശരീരം മുഴുവൻ സുന്ദരം, സിന്ദൂരലേപനം പൂശിയിരിക്കുന്നു",,NA
A001,4,verse 1,कंठी झळके माळ मुक्ताफळांची,kanthi jhalke mal muktaphalanchi,On his neck shines a garland of pearls,गले में मोतियों की माला चमकती है,त्यांच्या गळ्यात मोत्यांची माळ शोभते,તેમના ગળામાં મોતીની માળા શોભે છે,ਉਨ੍ਹਾਂ ਦੇ ਗਲੇ ਵਿੱਚ ਮੋਤੀਆਂ ਦੀ ਮਾਲਾ ਸ਼ੋਭਦੀ ਹੈ,তাঁর গলায় মুক্তার মালা শোভা পায়,அவரது கழுத்தில் முத்து மாலை ஒளிர்கிறது,ఆయన మెడలో ముత్యాల మాల శోభిల్లుతుంది,ಅವರ ಕೊರಳಲ್ಲಿ ಮುತ್ತಿನ ಮಾಲೆ ಶೋಭಿಸುತ್ತದೆ,അവരുടെ കഴുത്തിൽ മുത്തുമാല ശോഭിക്കുന്നു,,NA
A001,5,refrain,जय देव जय देव जय मंगलमूर्ती,jay dev jay dev jay mangalmurti,"Victory, victory to you, O auspicious-formed Lord","जय हो, जय हो, हे मंगलमूर्ति",जय जय हे मंगलमूर्ती देवा,જય જય હે મંગલમૂર્તિ દેવ,ਜੈ ਜੈ ਹੇ ਮੰਗਲਮੂਰਤੀ ਦੇਵ,জয় জয় হে মঙ্গলমূর্তি দেব,"வெற்றி வெற்றி, மங்கலமூர்த்தியே","జయము జయము, ఓ మంగళమూర్తి దేవా","ಜಯ ಜಯ, ಓ ಮಂಗಳಮೂರ್ತಿ ದೇವ","വിജയം വിജയം, ഹേ മംഗളമൂർത്തി ദേവാ",,NA
A001,6,refrain,दर्शनमात्रे मन कामना पुरती,darshanmatre man kamana purti,By your mere sight the heart's wishes are fulfilled,केवल दर्शन से ही मन की कामना पूरी हो जाती है,केवळ आपल्या दर्शनाने मनातील इच्छा पूर्ण होतात,કેવળ આપના દર્શનથી મનની ઇચ્છાઓ પૂર્ણ થાય છે,ਕੇਵਲ ਆਪ ਦੇ ਦਰਸ਼ਨ ਨਾਲ ਮਨ ਦੀਆਂ ਇੱਛਾਵਾਂ ਪੂਰੀਆਂ ਹੁੰਦੀਆਂ ਹਨ,কেবল আপনার দর্শনেই মনের বাসনা পূর্ণ হয়,தங்களின் தரிசனத்தால் மட்டுமே மனதின் விருப்பங்கள் நிறைவேறுகின்றன,మీ దర్శనం మాత్రంతోనే మనసులోని కోరికలు తీరుతాయి,ತಮ್ಮ ದರ್ಶನದಿಂದಲೇ ಮನಸ್ಸಿನ ಇಚ್ಛೆಗಳು ಈಡೇರುತ್ತವೆ,അങ്ങയുടെ ദർശനത്താൽ മാത്രം മനസ്സിലെ ആഗ്രഹങ്ങൾ സഫലമാകുന്നു,,NA
A001,7,refrain,जय देव जय देव,jay dev jay dev,"Victory, victory to the Lord","जय हो, जय हो",जय देव जय देव,જય દેવ જય દેવ,ਜੈ ਦੇਵ ਜੈ ਦੇਵ,জয় দেব জয় দেব,"வெற்றி வெற்றி, தேவனே",జయము జయము దేవా,ಜಯ ದೇವ ಜಯ ದೇವ,വിജയം ദേവാ വിജയം ദേവാ,,NA
A001,8,verse 2,रत्नखचित फरा तुज गौरीकुमरा,ratnakhachit phara tuj gaurikumara,"A jewel-studded ornament adorns you, O son of Gauri","रत्नजड़ित आभूषण आप पर सुशोभित है, हे गौरी-पुत्र","रत्नजडित अलंकार आपल्यावर शोभतो, हे गौरीपुत्र","રત્નજડિત આભૂષણ આપ પર શોભે છે, હે ગૌરીપુત્ર","ਰਤਨ-ਜੜਿਆ ਗਹਿਣਾ ਆਪ 'ਤੇ ਸ਼ੋਭਦਾ ਹੈ, ਹੇ ਗੌਰੀ-ਪੁੱਤਰ","রত্নখচিত অলঙ্কার আপনার উপর শোভা পায়, হে গৌরীপুত্র","இரத்தினம் பதித்த ஆபரணம் தங்களை அலங்கரிக்கிறது, கௌரி மைந்தரே","రత్నఖచిత ఆభరణం మీపై శోభిల్లుతుంది, ఓ గౌరీపుత్రా","ರತ್ನಖಚಿತ ಆಭರಣ ತಮ್ಮ ಮೇಲೆ ಶೋಭಿಸುತ್ತದೆ, ಓ ಗೌರೀಪುತ್ರ","രത്നഖചിത ആഭരണം അങ്ങയെ അലങ്കരിക്കുന്നു, ഹേ ഗൗരീപുത്രാ",,NA
A001,9,verse 2,चंदनाची उटी कुंकुम केशरा,chandanachi uti kunkum keshara,"Anointed with sandalwood paste, kumkum and saffron","चंदन, कुंकुम और केसर का लेप लगा है","चंदन, कुंकू आणि केशराचा लेप लावलेला आहे","ચંદન, કંકુ અને કેસરનો લેપ લગાવેલો છે","ਚੰਦਨ, ਕੁੰਕੂ ਅਤੇ ਕੇਸਰ ਦਾ ਲੇਪ ਲੱਗਿਆ ਹੋਇਆ ਹੈ","চন্দন, কুমকুম ও কেশরের প্রলেপ মাখানো","சந்தனம், குங்குமம், குங்குமப்பூ பூச்சு பூசப்பட்டுள்ளது","చందనం, కుంకుమ, కుంకుమపువ్వు లేపనం పూయబడింది","ಚಂದನ, ಕುಂಕುಮ ಮತ್ತು ಕೇಸರಿ ಲೇಪನ ಹಚ್ಚಲಾಗಿದೆ","ചന്ദനം, കുങ്കുമം, കുങ്കുമപ്പൂവ് ലേപനം പൂശിയിരിക്കുന്നു",,NA
A001,10,verse 2,हिरेजडित मुकुट शोभतो बरा,hirejadit mukut shobhato bara,A diamond-studded crown looks splendid upon you,हीरों से जड़ा मुकुट बहुत सुंदर लगता है,हिऱ्यांचा जडाव केलेला मुकुट आपल्यावर सुंदर शोभतो,હીરાજડિત મુકુટ આપ પર સુંદર શોભે છે,ਹੀਰੇ-ਜੜਿਆ ਤਾਜ ਆਪ 'ਤੇ ਸੁੰਦਰ ਸ਼ੋਭਦਾ ਹੈ,হীরকখচিত মুকুট আপনার উপর সুন্দর শোভা পায়,வைரம் பதித்த மகுடம் தங்கள்மீது அழகுடன் திகழ்கிறது,వజ్రఖచిత కిరీటం మీపై సుందరంగా శోభిల్లుతుంది,ವಜ್ರಖಚಿತ ಕಿರೀಟ ತಮ್ಮ ಮೇಲೆ ಸುಂದರವಾಗಿ ಶೋಭಿಸುತ್ತದೆ,വജ്രഖചിത കിരീടം അങ്ങയിൽ മനോഹരമായി ശോഭിക്കുന്നു,,NA
A001,11,verse 2,रुणझुणती नूपुरे चरणी घागरिया,runjhunati nupure charani ghagariya,Anklets and tiny bells jingle sweetly on your feet,चरणों में नूपुर और घुँघरू मधुर ध्वनि करते हैं,आपल्या चरणी नूपुर आणि घागऱ्या मधुर रुणझुणतात,આપના ચરણોમાં ઝાંઝર અને ઘૂઘરી મધુર રણકે છે,ਆਪ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਪਾਇਲਾਂ ਅਤੇ ਘੁੰਗਰੂ ਮਿੱਠਾ ਛਣਕਦੇ ਹਨ,আপনার চরণে নূপুর ও ছোট ঘণ্টা মধুর রুনুঝুনু বাজে,தங்கள் திருவடிகளில் சிலம்பும் சிறு மணிகளும் இனிமையாக ஒலிக்கின்றன,"మీ పాదాలలో అందెలు, చిరుగంటలు మధురంగా మ్రోగుతాయి",ತಮ್ಮ ಪಾದಗಳಲ್ಲಿ ಗೆಜ್ಜೆ ಮತ್ತು ಚಿಕ್ಕ ಗಂಟೆಗಳು ಮಧುರವಾಗಿ ನಾದಿಸುತ್ತವೆ,അങ്ങയുടെ പാദങ്ങളിൽ ചിലങ്കയും കുഞ്ഞുമണികളും മധുരമായി കിലുങ്ങുന്നു,,NA
A001,12,refrain,जय देव जय देव जय मंगलमूर्ती,jay dev jay dev jay mangalmurti,"Victory, victory to you, O auspicious-formed Lord","जय हो, जय हो, हे मंगलमूर्ति",जय जय हे मंगलमूर्ती देवा,જય જય હે મંગલમૂર્તિ દેવ,ਜੈ ਜੈ ਹੇ ਮੰਗਲਮੂਰਤੀ ਦੇਵ,জয় জয় হে মঙ্গলমূর্তি দেব,"வெற்றி வெற்றி, மங்கலமூர்த்தியே","జయము జయము, ఓ మంగళమూర్తి దేవా","ಜಯ ಜಯ, ಓ ಮಂಗಳಮೂರ್ತಿ ದೇವ","വിജയം വിജയം, ഹേ മംഗളമൂർത്തി ദേവാ",,NA
A001,13,refrain,दर्शनमात्रे मन कामना पुरती,darshanmatre man kamana purti,By your mere sight the heart's wishes are fulfilled,केवल दर्शन से ही मन की कामना पूरी हो जाती है,केवळ आपल्या दर्शनाने मनातील इच्छा पूर्ण होतात,કેવળ આપના દર્શનથી મનની ઇચ્છાઓ પૂર્ણ થાય છે,ਕੇਵਲ ਆਪ ਦੇ ਦਰਸ਼ਨ ਨਾਲ ਮਨ ਦੀਆਂ ਇੱਛਾਵਾਂ ਪੂਰੀਆਂ ਹੁੰਦੀਆਂ ਹਨ,কেবল আপনার দর্শনেই মনের বাসনা পূর্ণ হয়,தங்களின் தரிசனத்தால் மட்டுமே மனதின் விருப்பங்கள் நிறைவேறுகின்றன,మీ దర్శనం మాత్రంతోనే మనసులోని కోరికలు తీరుతాయి,ತಮ್ಮ ದರ್ಶನದಿಂದಲೇ ಮನಸ್ಸಿನ ಇಚ್ಛೆಗಳು ಈಡೇರುತ್ತವೆ,അങ്ങയുടെ ദർശനത്താൽ മാത്രം മനസ്സിലെ ആഗ്രഹങ്ങൾ സഫലമാകുന്നു,,NA
A001,14,refrain,जय देव जय देव,jay dev jay dev,"Victory, victory to the Lord","जय हो, जय हो",जय देव जय देव,જય દેવ જય દેવ,ਜੈ ਦੇਵ ਜੈ ਦੇਵ,জয় দেব জয় দেব,"வெற்றி வெற்றி, தேவனே",జయము జయము దేవా,ಜಯ ದೇವ ಜಯ ದೇವ,വിജയം ദേവാ വിജയം ദേവാ,,NA
A001,15,verse 3,लंबोदर पीतांबर फणीवर बंधना,lambodar pitambar phanivar bandhana,"Big-bellied lord, clad in yellow silk, girded with a serpent","लंबोदर, पीतांबरधारी, सर्प को बंधन रूप में धारण करने वाले","लंबोदर, पीतांबरधारी, सर्प कमरबंध म्हणून धारण करणारे","લંબોદર, પીતાંબરધારી, સર્પને કમરબંધ રૂપે ધારણ કરનાર","ਲੰਬੋਦਰ, ਪੀਤਾਂਬਰਧਾਰੀ, ਸੱਪ ਨੂੰ ਕਮਰਬੰਦ ਵਜੋਂ ਧਾਰਨ ਕਰਨ ਵਾਲੇ","লম্বোদর, পীতাম্বরধারী, সর্পকে কটিবন্ধরূপে ধারণকারী","பெருவயிறு கொண்டவர், பீதாம்பரம் அணிந்தவர், பாம்பை இடைக்கச்சாகக் கொண்டவர்","లంబోదరుడు, పీతాంబరధారి, సర్పాన్ని మొలత్రాడుగా ధరించినవాడు","ಲಂಬೋದರ, ಪೀತಾಂಬರಧಾರಿ, ಸರ್ಪವನ್ನು ನಡುಕಟ್ಟಾಗಿ ಧರಿಸಿದವರು","ലംബോദരൻ, പീതാംബരധാരി, സർപ്പത്തെ അരപ്പട്ടയായി ധരിച്ചവർ",Variant: some versions read 'phanivarvandana',NA
A001,16,verse 3,सरळ सोंड वक्रतुंड त्रिनयना,saral sond vakratunda trinayana,"Straight trunk, curved-trunked, three-eyed one","सीधी सूँड वाले, वक्रतुंड, त्रिनेत्र","सरळ सोंड असलेले, वक्रतुंड, त्रिनयन","સીધી સૂંઢવાળા, વક્રતુંડ, ત્રિનયન","ਸਿੱਧੀ ਸੁੰਡ ਵਾਲੇ, ਵਕ੍ਰਤੁੰਡ, ਤ੍ਰਿਨੇਤਰ","সরল শুঁড়যুক্ত, বক্রতুণ্ড, ত্রিনয়ন","நேரான துதிக்கை உடையவர், வளைந்த துதிக்கையர், முக்கண்ணர்","సరళమైన తొండం గలవాడు, వక్రతుండుడు, త్రినేత్రుడు","ನೇರ ಸೊಂಡಿಲಿನವರು, ವಕ್ರತುಂಡ, ತ್ರಿನಯನ","നേരായ തുമ്പിക്കൈയുള്ളവർ, വക്രതുണ്ഡൻ, ത്രിനയനൻ",,NA
A001,17,verse 3,दास रामाचा वाट पाहे सदना,das ramacha vat pahe sadana,Your servant Ramdas waits for you at his home,आपका दास रामदास अपने घर में आपकी राह देखता है,आपला दास रामदास आपली वाट घरी पाहत आहे,આપનો દાસ રામદાસ ઘરે આપની રાહ જુએ છે,ਆਪ ਦਾ ਦਾਸ ਰਾਮਦਾਸ ਘਰ ਵਿੱਚ ਆਪ ਦੀ ਉਡੀਕ ਕਰਦਾ ਹੈ,আপনার দাস রামদাস ঘরে আপনার প্রতীক্ষা করছেন,தங்கள் அடியவர் ராமதாஸ் தம் இல்லத்தில் தங்களை எதிர்பார்த்துக் காத்திருக்கிறார்,మీ దాసుడు రామదాసు ఇంట్లో మీ కోసం వేచి ఉన్నాడు,ತಮ್ಮ ದಾಸ ರಾಮದಾಸ ಮನೆಯಲ್ಲಿ ತಮಗಾಗಿ ಕಾಯುತ್ತಿದ್ದಾನೆ,അങ്ങയുടെ ദാസൻ രാമദാസൻ വീട്ടിൽ അങ്ങയെ കാത്തിരിക്കുന്നു,,NA
A001,18,verse 3,संकटी पावावे निर्वाणी रक्षावे सुरवरवंदना,sankati pavave nirvani rakshave survarvandana,"Protect me in distress and save me at the final hour, O lord revered by the gods","संकट में रक्षा कीजिए, अंतिम समय में बचाइए, हे देवताओं द्वारा वंदित","संकटी रक्षण करा, अंतसमयी वाचवा, हे देवश्रेष्ठांनी वंदिलेले","સંકટમાં રક્ષણ કરો, અંતકાળે બચાવો, હે દેવોથી વંદિત","ਸੰਕਟ ਵਿੱਚ ਰੱਖਿਆ ਕਰੋ, ਅੰਤ ਸਮੇਂ ਬਚਾਓ, ਹੇ ਦੇਵਤਿਆਂ ਦੁਆਰਾ ਵੰਦਿਤ","সংকটে রক্ষা করুন, অন্তিম কালে বাঁচান, হে দেবগণে বন্দিত","இக்கட்டில் காத்தருளும், இறுதிநேரத்தில் காப்பாற்றும், தேவர்களால் வணங்கப்படுபவரே","ఆపదలో రక్షించండి, అంత్యకాలంలో కాపాడండి, ఓ దేవతలచే పూజితుడా","ಸಂಕಟದಲ್ಲಿ ರಕ್ಷಿಸಿ, ಅಂತ್ಯಕಾಲದಲ್ಲಿ ಕಾಪಾಡಿ, ಓ ದೇವತೆಗಳಿಂದ ವಂದಿತ","ആപത്തിൽ രക്ഷിക്കണേ, അന്ത്യനിമിഷത്തിൽ കാക്കണേ, ദേവന്മാരാൽ വന്ദിതനായവരേ",,NA
A001,19,refrain,जय देव जय देव जय मंगलमूर्ती,jay dev jay dev jay mangalmurti,"Victory, victory to you, O auspicious-formed Lord","जय हो, जय हो, हे मंगलमूर्ति",जय जय हे मंगलमूर्ती देवा,જય જય હે મંગલમૂર્તિ દેવ,ਜੈ ਜੈ ਹੇ ਮੰਗਲਮੂਰਤੀ ਦੇਵ,জয় জয় হে মঙ্গলমূর্তি দেব,"வெற்றி வெற்றி, மங்கலமூர்த்தியே","జయము జయము, ఓ మంగళమూర్తి దేవా","ಜಯ ಜಯ, ಓ ಮಂಗಳಮೂರ್ತಿ ದೇವ","വിജയം വിജയം, ഹേ മംഗളമൂർത്തി ദേവാ",,NA
A001,20,refrain,दर्शनमात्रे मन कामना पुरती,darshanmatre man kamana purti,By your mere sight the heart's wishes are fulfilled,केवल दर्शन से ही मन की कामना पूरी हो जाती है,केवळ आपल्या दर्शनाने मनातील इच्छा पूर्ण होतात,કેવળ આપના દર્શનથી મનની ઇચ્છાઓ પૂર્ણ થાય છે,ਕੇਵਲ ਆਪ ਦੇ ਦਰਸ਼ਨ ਨਾਲ ਮਨ ਦੀਆਂ ਇੱਛਾਵਾਂ ਪੂਰੀਆਂ ਹੁੰਦੀਆਂ ਹਨ,কেবল আপনার দর্শনেই মনের বাসনা পূর্ণ হয়,தங்களின் தரிசனத்தால் மட்டுமே மனதின் விருப்பங்கள் நிறைவேறுகின்றன,మీ దర్శనం మాత్రంతోనే మనసులోని కోరికలు తీరుతాయి,ತಮ್ಮ ದರ್ಶನದಿಂದಲೇ ಮನಸ್ಸಿನ ಇಚ್ಛೆಗಳು ಈಡೇರುತ್ತವೆ,അങ്ങയുടെ ദർശനത്താൽ മാത്രം മനസ്സിലെ ആഗ്രഹങ്ങൾ സഫലമാകുന്നു,,NA
A001,21,refrain,जय देव जय देव,jay dev jay dev,"Victory, victory to the Lord","जय हो, जय हो",जय देव जय देव,જય દેવ જય દેવ,ਜੈ ਦੇਵ ਜੈ ਦੇਵ,জয় দেব জয় দেব,"வெற்றி வெற்றி, தேவனே",జయము జయము దేవా,ಜಯ ದೇವ ಜಯ ದೇವ,വിജയം ദേവാ വിജയം ദേവാ,,NA
A003,1,refrain,"ॐ जय शिव ओंकारा, स्वामी जय शिव ओंकारा","Om jai Shiv Omkara, Swami jai Shiv Omkara","Om, victory to Shiva, the embodiment of Om; O Lord, victory to Shiva Omkara","ॐ, शिव ओंकार की जय; हे स्वामी, शिव ओंकार की जय","ॐ, शिव ओंकाराचा विजय असो; हे स्वामी, शिव ओंकाराचा विजय असो","ૐ, શિવ ઓંકારનો જય; હે સ્વામી, શિવ ઓંકારનો જય","ਓਮ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ; ਹੇ ਸੁਆਮੀ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ","ওঁ, শিব ওঙ্কারের জয়; হে স্বামী, শিব ওঙ্কারের জয়","ஓம், சிவ ஓங்காரத்திற்கு வெற்றி; ஹே ஸ்வாமீ, சிவ ஓங்காரத்திற்கு வெற்றி","ఓం, శివ ఓంకారునికి జయము; ఓ స్వామీ, శివ ఓంకారునికి జయము","ಓಂ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ; ಓ ಸ್ವಾಮೀ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ","ഓം, ശിവ ഓങ്കാരത്തിന് വിജയം; ഹേ സ്വാമീ, ശിവ ഓങ്കാരത്തിന് വിജയം",,NA
A003,2,refrain,"ब्रह्मा, विष्णु, सदाशिव, अर्द्धांगी धारा","Brahma, Vishnu, Sadashiv, ardhangi dhara","Brahma, Vishnu and Sadashiva, and you who bear your consort as half your form","ब्रह्मा, विष्णु, सदाशिव, और अर्धांगिनी को धारण करने वाले","ब्रह्मा, विष्णू आणि सदाशिव, आणि अर्धांगिनीला देहाचा अर्धभाग म्हणून धारण करणारे आपण","બ્રહ્મા, વિષ્ણુ અને સદાશિવ, અને અર્ધાંગિનીને દેહના અર્ધ ભાગ રૂપે ધારણ કરનાર આપ","ਬ੍ਰਹਮਾ, ਵਿਸ਼ਨੂੰ ਅਤੇ ਸਦਾਸ਼ਿਵ, ਅਤੇ ਅਰਧਾਂਗਨੀ ਨੂੰ ਦੇਹ ਦੇ ਅੱਧ ਵਜੋਂ ਧਾਰਨ ਕਰਨ ਵਾਲੇ ਆਪ","ব্রহ্মা, বিষ্ণু ও সদাশিব, এবং অর্ধাঙ্গিনীকে দেহের অর্ধভাগরূপে ধারণকারী আপনি","பிரம்மா, விஷ்ணு, சதாசிவன், மேலும் தேவியை உடலின் பாதியாகக் கொண்ட தாங்கள்","బ్రహ్మ, విష్ణువు, సదాశివుడు, మరియు అర్ధాంగిని దేహంలో సగభాగంగా ధరించిన మీరు","ಬ್ರಹ್ಮ, ವಿಷ್ಣು ಮತ್ತು ಸದಾಶಿವ, ಮತ್ತು ಅರ್ಧಾಂಗಿಯನ್ನು ದೇಹದ ಅರ್ಧಭಾಗವಾಗಿ ಧರಿಸಿದ ತಾವು","ബ്രഹ്മാവ്, വിഷ്ണു, സദാശിവൻ, കൂടാതെ ദേവിയെ ശരീരത്തിന്റെ പാതിയായി ധരിച്ച അങ്ങ്",,NA
A003,3,refrain,ॐ जय शिव ओंकारा,Om jai Shiv Omkara,"Om, victory to Shiva Omkara","ॐ, शिव ओंकार की जय","ॐ, शिव ओंकाराचा विजय असो","ૐ, શિવ ઓંકારનો જય","ਓਮ, ਸ਼ਿਵ ਓਂਕਾਰ ਦੀ ਜੈ","ওঁ, শিব ওঙ্কারের জয়","ஓம், சிவ ஓங்காரத்திற்கு வெற்றி","ఓం, శివ ఓంకారునికి జయము","ಓಂ, ಶಿವ ಓಂಕಾರನಿಗೆ ಜಯ","ഓം, ശിവ ഓങ്കാരത്തിന് വിജയം",,NA
