aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
C004,2,chaupai,जय जय जय गणपति गणराजू।मंगल भरण करण शुभः काजू॥,"Jaya jaya jaya Ganapati ganaraju, mamgala bharana karana shubhah kaju.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,3,chaupai,जै गजबदन सदन सुखदाता।विश्व विनायका बुद्धि विधाता॥,"Jai gajabadana sadana sukhadata, vishva vinayaka buddhi vidhata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,4,chaupai,वक्र तुण्ड शुची शुण्ड सुहावना।तिलक त्रिपुण्ड भाल मन भावन॥,"Vakra tunda shuchi shunda suhavana, tilaka tripunda bhala mana bhavana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,5,chaupai,राजत मणि मुक्तन उर माला।स्वर्ण मुकुट शिर नयन विशाला॥,"Rajata mani muktana ura mala, svarna mukuta shira nayana vishala.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,6,chaupai,पुस्तक पाणि कुठार त्रिशूलं।मोदक भोग सुगन्धित फूलं॥,"Pustaka pani kuthara trishulam, modaka bhoga sugandhita phulam.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,7,chaupai,सुन्दर पीताम्बर तन साजित।चरण पादुका मुनि मन राजित॥,"Sundara pitambara tana sajita, charana paduka muni mana rajita.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,8,chaupai,धनि शिव सुवन षडानन भ्राता।गौरी लालन विश्व-विख्याता॥,"Dhani Shiva suvana shadanana bhrata, Gauri lalana vishva-vikhyata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,9,chaupai,ऋद्धि-सिद्धि तव चंवर सुधारे।मुषक वाहन सोहत द्वारे॥,"Rriddhi-siddhi tava chamvara sudhare, mushaka vahana sohata dvare.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,10,chaupai,कहौ जन्म शुभ कथा तुम्हारी।अति शुची पावन मंगलकारी॥,"Kahau janma shubha katha tumhari, ati shuchi pavana mamgalakari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,11,chaupai,एक समय गिरिराज कुमारी।पुत्र हेतु तप कीन्हा भारी॥,"Eka samaya giriraja kumari, putra hetu tapa kinha bhari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,12,chaupai,भयो यज्ञ जब पूर्ण अनूपा।तब पहुंच्यो तुम धरी द्विज रूपा॥,"Bhayo yaj~na jaba purna anupa, taba pahumchyo tuma dhari dvija rupa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,13,chaupai,अतिथि जानी के गौरी सुखारी।बहुविधि सेवा करी तुम्हारी॥,"Atithi jani ke Gauri sukhari, bahuvidhi seva kari tumhari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,14,chaupai,अति प्रसन्न हवै तुम वर दीन्हा।मातु पुत्र हित जो तप कीन्हा॥,"Ati prasanna havai tuma vara dinha, matu putra hita jo tapa kinha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,15,chaupai,"मिलहि पुत्र तुहि, बुद्धि विशाला।बिना गर्भ धारण यहि काला॥","Milahi putra tuhi, buddhi vishala, bina garbha dharana yahi kala.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,16,chaupai,गणनायक गुण ज्ञान निधाना।पूजित प्रथम रूप भगवाना॥,"Gananayaka guna j~nana nidhana, pujita prathama rupa bhagavana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,17,chaupai,अस कही अन्तर्धान रूप हवै।पालना पर बालक स्वरूप हवै॥,"Asa kahi antardhana rupa havai, palana para balaka svarupa havai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,18,chaupai,बनि शिशु रुदन जबहिं तुम ठाना।लखि मुख सुख नहिं गौरी समाना॥,"Bani shishu rudana jabahim tuma thana, lakhi mukha sukha nahim Gauri samana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,19,chaupai,"सकल मगन, सुखमंगल गावहिं।नाभ ते सुरन, सुमन वर्षावहिं॥","Sakala magana, sukhamamgala gavahim, nabha te surana, sumana varshavahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,20,chaupai,"शम्भु, उमा, बहुदान लुटावहिं।सुर मुनिजन, सुत देखन आवहिं॥","Shambhu, Uma, bahudana lutavahim, sura munijana, suta dekhana avahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,21,chaupai,लखि अति आनन्द मंगल साजा।देखन भी आये शनि राजा॥,"Lakhi ati ananda mamgala saja, dekhana bhi aye Shani raja.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,22,chaupai,"निज अवगुण गुनि शनि मन माहीं।बालक, देखन चाहत नाहीं॥","Nija avaguna guni Shani mana mahim, balaka, dekhana chahata nahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,23,chaupai,"गिरिजा कछु मन भेद बढायो।उत्सव मोर, न शनि तुही भायो॥","Girija kachu mana bheda badhayo, utsava mora, na Shani tuhi bhayo.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,24,chaupai,"कहत लगे शनि, मन सकुचाई।का करिहौ, शिशु मोहि दिखाई॥","Kahata lage Shani, mana sakuchai, ka karihau, shishu mohi dikhai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,25,chaupai,"नहिं विश्वास, उमा उर भयऊ।शनि सों बालक देखन कहयऊ॥","Nahim vishvasa, Uma ura bhayau, Shani som balaka dekhana kahayau.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,26,chaupai,पदतहिं शनि दृग कोण प्रकाशा।बालक सिर उड़ि गयो अकाशा॥,"Padatahim Shani drriga kona prakasha, balaka sira u.di gayo akasha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,27,chaupai,गिरिजा गिरी विकल हवै धरणी।सो दुःख दशा गयो नहीं वरणी॥,"Girija giri vikala havai dharani, so duhkha dasha gayo nahim varani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,28,chaupai,हाहाकार मच्यौ कैलाशा।शनि कीन्हों लखि सुत को नाशा॥,"Hahakara machyau kailasha, Shani kinhom lakhi suta ko nasha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,29,chaupai,तुरत गरुड़ चढ़ि विष्णु सिधायो।काटी चक्र सो गज सिर लाये॥,"Turata garu.da cha.dhi Vishnu sidhayo, kati chakra so gaja sira laye.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,30,chaupai,बालक के धड़ ऊपर धारयो।प्राण मन्त्र पढ़ि शंकर डारयो॥,"Balaka ke dha.da upara dharayo, prana mantra pa.dhi shamkara darayo.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,31,chaupai,"नाम गणेश शम्भु तब कीन्हे।प्रथम पूज्य बुद्धि निधि, वर दीन्हे॥","Nama ganesha Shambhu taba kinhe, prathama pujya buddhi nidhi, vara dinhe.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,32,chaupai,बुद्धि परीक्षा जब शिव कीन्हा।पृथ्वी कर प्रदक्षिणा लीन्हा॥,"Buddhi pariksha jaba Shiva kinha, prrithvi kara pradakshina linha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,33,chaupai,"चले षडानन, भरमि भुलाई।रचे बैठ तुम बुद्धि उपाई॥","Chale shadanana, bharami bhulai, rache baitha tuma buddhi upai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,34,chaupai,चरण मातु-पितु के धर लीन्हें।तिनके सात प्रदक्षिण कीन्हें॥,"Charana matu-pitu ke dhara linhem, tinake sata pradakshina kinhem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,35,chaupai,धनि गणेश कही शिव हिये हरषे।नभ ते सुरन सुमन बहु बरसे॥,"Dhani ganesha kahi Shiva hiye harashe, nabha te surana sumana bahu barase.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,36,chaupai,तुम्हरी महिमा बुद्धि बड़ाई।शेष सहसमुख सके न गाई॥,"Tumhari mahima buddhi ba.dai, shesha sahasamukha sake na gai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,37,chaupai,मैं मतिहीन मलीन दुखारी।करहूं कौन विधि विनय तुम्हारी॥,"Maim matihina malina dukhari, karahum kauna vidhi vinaya tumhari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,38,chaupai,"भजत रामसुन्दर प्रभुदासा।जग प्रयाग, ककरा, दुर्वासा॥","Bhajata ramasundara prabhudasa, jaga prayaga, kakara, durvasa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,39,chaupai,अब प्रभु दया दीना पर कीजै।अपनी शक्ति भक्ति कुछ दीजै॥,"Aba prabhu daya dina para kijai, apani shakti bhakti kucha dijai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,40,doha,"श्री गणेश यह चालीसा,पाठ करै कर ध्यान। नित नव मंगल गृह बसै,लहे जगत सन्मान॥","Shri ganesha yaha chalisa, patha karai kara dhyana, nita nava mamgala grriha basai, lahe jagata sanmana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C004,41,doha,"सम्बन्ध अपने सहस्र दश,ऋषि पंचमी दिनेश। पूरण चालीसा भयो,मंगल मूर्ती गणेश॥","Sambandha apane sahasra dasha, rrishi pamchami dinesha, purana chalisa bhayo, mamgala murti ganesha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,1,doha,"श्री शनिश्चर देवजी,सुनहु श्रवण मम् टेर। कोटि विघ्ननाशक प्रभो,करो न मम् हित बेर॥","Shri shanishchara devaji, sunahu shravana mam tera, koti vighnanashaka prabho, karo na mam hita bera.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,2,sortha,"तव स्तुति हे नाथ,जोरि जुगल कर करत हौं। करिये मोहि सनाथ,विघ्नहरन हे रवि सुव्रन।॥","Tava stuti he natha, jori jugala kara karata haum, kariye mohi sanatha, vighnaharana he Ravi suvrana.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,3,chaupai,शनिदेव मैं सुमिरौं तोही।विद्या बुद्धि ज्ञान दो मोही॥,"Shanideva maim sumiraum tohi, vidya buddhi j~nana do mohi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,4,chaupai,तुम्हरो नाम अनेक बखानौं।क्षुद्रबुद्धि मैं जो कुछ जानौं॥,"Tumharo nama aneka bakhanaum, kshudrabuddhi maim jo kucha janaum.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,5,chaupai,"अन्तक, कोण, रौद्रय मनाऊँ।कृष्ण बभ्रु शनि सबहिं सुनाऊँ॥","Antaka, kona, raudraya manau.n, krrishna babhru Shani sabahim sunau.n.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,6,chaupai,पिंगल मन्दसौरि सुख दाता।हित अनहित सब जग के ज्ञाता॥,"Pimgala mandasauri sukha data, hita anahita saba jaga ke j~nata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,7,chaupai,नित जपै जो नाम तुम्हारा।करहु व्याधि दुःख से निस्तारा॥,"Nita japai jo nama tumhara, karahu vyadhi duhkha se nistara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,8,chaupai,राशि विषमवस असुरन सुरनर।पन्नग शेष सहित विद्याधर॥,"Rashi vishamavasa asurana suranara, pannaga shesha sahita vidyadhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,9,chaupai,राजा रंक रहहिं जो नीको।पशु पक्षी वनचर सबही को॥,"Raja ramka rahahim jo niko, pashu pakshi vanachara sabahi ko.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,10,chaupai,कानन किला शिविर सेनाकर।नाश करत सब ग्राम्य नगर भर॥,"Kanana kila shivira senakara, nasha karata saba gramya nagara bhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,11,chaupai,डालत विघ्न सबहि के सुख में।व्याकुल होहिं पड़े सब दुःख में॥,"Dalata vighna sabahi ke sukha mem, vyakula hohim pa.de saba duhkha mem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,12,chaupai,नाथ विनय तुमसे यह मेरी।करिये मोपर दया घनेरी॥,"Natha vinaya tumase yaha meri, kariye mopara daya ghaneri.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,13,chaupai,मम हित विषम राशि महँवासा।करिय न नाथ यही मम आसा॥,"Mama hita vishama rashi maha.nvasa, kariya na natha yahi mama asa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,14,chaupai,जो गुड़ उड़द दे बार शनीचर।तिल जव लोह अन्न धन बस्तर॥,"Jo gu.da u.dada de bara shanichara, tila java loha anna dhana bastara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,15,chaupai,दान दिये से होंय सुखारी।सोइ शनि सुन यह विनय हमारी॥,"Dana diye se homya sukhari, soi Shani suna yaha vinaya hamari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,16,chaupai,नाथ दया तुम मोपर कीजै।कोटिक विघ्न क्षणिक महँ छीजै॥,"Natha daya tuma mopara kijai, kotika vighna kshanika maha.n chijai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,17,chaupai,वंदत नाथ जुगल कर जोरी।सुनहु दया कर विनती मोरी॥,"Vamdata natha jugala kara jori, sunahu daya kara vinati mori.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,18,chaupai,कबहुँक तीरथ राज प्रयागा।सरयू तोर सहित अनुरागा॥,"Kabahu.nka tiratha raja prayaga, sarayu tora sahita anuraga.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,19,chaupai,कबहुँ सरस्वती शुद्ध नार महँ।या कहुँ गिरी खोह कंदर महँ॥,"Kabahu.n sarasvati shuddha nara maha.n, ya kahu.n giri khoha kamdara maha.n.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,20,chaupai,ध्यान धरत हैं जो जोगी जनि।ताहि ध्यान महँ सूक्ष्म होहि शनि॥,"Dhyana dharata haim jo jogi jani, tahi dhyana maha.n sukshma hohi Shani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,21,chaupai,है अगम्य क्या करूँ बड़ाई।करत प्रणाम चरण शिर नाई॥,"Hai agamya kya karu.n ba.dai, karata pranama charana shira nai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,22,chaupai,जो विदेश से बार शनीचर।मुड़कर आवेगा निज घर पर॥,"Jo videsha se bara shanichara, mu.dakara avega nija ghara para.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,23,chaupai,रहैं सुखी शनि देव दुहाई।रक्षा रवि सुत रखैं बनाई॥,"Rahaim sukhi Shani deva duhai, raksha Ravi suta rakhaim banai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,24,chaupai,जो विदेश जावैं शनिवारा।गृह आवैं नहिं सहै दुखारा॥,"Jo videsha javaim shanivara, grriha avaim nahim sahai dukhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,25,chaupai,संकट देय शनीचर ताही।जेते दुखी होई मन माही॥,"Samkata deya shanichara tahi, jete dukhi hoi mana mahi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,26,chaupai,सोई रवि नन्दन कर जोरी।वन्दन करत मूढ़ मति थोरी॥,"Soi Ravi nandana kara jori, vandana karata mu.dha mati thori.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,27,chaupai,ब्रह्मा जगत बनावन हारा।विष्णु सबहिं नित देत अहारा॥,"Brahma jagata banavana hara, Vishnu sabahim nita deta ahara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,28,chaupai,हैं त्रिशूलधारी त्रिपुरारी।विभू देव मूरति एक वारी॥,"Haim trishuladhari tripurari, vibhu deva murati eka vari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,29,chaupai,इकहोइ धारण करत शनि नित।वंदत सोई शनि को दमनचित॥,"Ikahoi dharana karata Shani nita, vamdata soi Shani ko damanachita.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,30,chaupai,जो नर पाठ करै मन चित से।सो नर छूटै व्यथा अमित से॥,"Jo nara patha karai mana chita se, so nara chutai vyatha amita se.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,31,chaupai,हौं सुपुत्र धन सन्तति बाढ़े।कलि काल कर जोड़े ठाढ़े॥,"Haum suputra dhana santati ba.dhe, kali kala kara jo.de tha.dhe.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,32,chaupai,पशु कुटुम्ब बांधन आदि से।भरो भवन रहिहैं नित सबसे॥,"Pashu kutumba bamdhana adi se, bharo bhavana rahihaim nita sabase.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,33,chaupai,नाना भाँति भोग सुख सारा।अन्त समय तजकर संसारा॥,"Nana bha.nti bhoga sukha sara, anta samaya tajakara samsara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,34,chaupai,पावै मुक्ति अमर पद भाई।जो नित शनि सम ध्यान लगाई॥,"Pavai mukti amara pada bhai, jo nita Shani sama dhyana lagai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,35,chaupai,पढ़ै प्रात जो नाम शनि दस।रहैं शनिश्चर नित उसके बस॥,"Pa.dhai prata jo nama Shani dasa, rahaim shanishchara nita usake basa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,36,chaupai,पीड़ा शनि की कबहुँ न होई।नित उठ ध्यान धरै जो कोई॥,"Pi.da Shani ki kabahu.n na hoi, nita utha dhyana dharai jo koi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,37,chaupai,जो यह पाठ करैं चालीसा।होय सुख साखी जगदीशा॥,"Jo yaha patha karaim chalisa, hoya sukha sakhi jagadisha.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,38,chaupai,चालिस दिन नित पढ़ै सबेरे।पातक नाशै शनी घनेरे॥,"Chalisa dina nita pa.dhai sabere, pataka nashai Shani ghanere.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,39,chaupai,रवि नन्दन की अस प्रभुताई।जगत मोहतम नाशै भाई॥,"Ravi nandana ki asa prabhutai, jagata mohatama nashai bhai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,40,chaupai,याको पाठ करै जो कोई।सुख सम्पति की कमी न होई॥,"Yako patha karai jo koi, sukha sampati ki kami na hoi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,41,chaupai,निशिदिन ध्यान धरै मनमाहीं।आधिव्याधि ढिंग आवै नाहीं॥,"Nishidina dhyana dharai manamahim, adhivyadhi dhimga avai nahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,42,doha,"पाठ शनिश्चर देव को,कीहौं 'विमल' तैयार। करत पाठ चालीस दिन,हो भवसागर पार॥","Patha shanishchara deva ko, kihaum 'vimala' taiyara, karata patha chalisa dina, ho bhavasagara para.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C011,43,doha,"जो स्तुति दशरथ जी कियो,सम्मुख शनि निहार। सरस सुभाषा में वही,ललिता लिखें सुधार॥","Jo stuti dasharatha ji kiyo, sammukha Shani nihara, sarasa subhasha mem vahi, lalita likhem sudhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C008,1,chaupai,श्री रघुबीर भक्त हितकारी।सुनि लीजै प्रभु अरज हमारी॥,"Shri raghubira bhakta hitakari, suni lijai prabhu araja hamari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C008,2,chaupai,निशि दिन ध्यान धरै जो कोई।ता सम भक्त और नहीं होई॥,"Nishi dina dhyana dharai jo koi, ta sama bhakta aura nahim hoi.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C008,3,chaupai,"ध्यान धरें शिवजी मन मांही।ब्रह्मा, इन्द्र पार नहीं पाहीं॥","Dhyana dharem shivaji mana mamhi, Brahma, Indra para nahim pahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
